Unit / Cluster,Standard,Standard Text,Geo?,Map / Title,Type,Creator,Year,Repository,Rights / License,Commercial Use OK?,Link,Link Type,Academic Citation,Alt Text,Verified?,Schedule F (SSP),Fit / Note,Guardrail Check
Colonization (1607-1750),8.09,"Compare and contrast the locations and goals of British, French, and Spanish settlements in North America.",Yes,"North America in 1750 (British, French, and Spanish claims)",map,Various 18th-c. cartographers,c. 1750,David Rumsey Map Collection,CC BY — David Rumsey Map Collection,Yes,https://www.davidrumsey.com/luna/servlet/allSearch?q=north+america+1750+colonies,search,"North America, c. 1750. David Rumsey Map Collection (CC BY).","Color map of North America around 1750 showing the extent of British, French, and Spanish territorial claims.",NO,SSP.06; SSP.02,Second comparison map for colonial goals and locations of the three European powers.,OK — attribute (CC BY)
Colonization (1607-1750),8.10,"Identify the origins and development of slavery in the colonies, overt and passive resistance to enslavement, and the Middle Passage.",Yes,The Middle Passage / Triangular Trade routes of the Atlantic slave trade,map,Historical reference (Atlantic trade),18th century,Library of Congress Geography & Map Division,Public domain — published before 1929,Yes,https://www.loc.gov/maps/?q=atlantic+slave+trade+middle+passage+africa+west+indies,search,Map of Atlantic trade / Middle Passage routes. Library of Congress Geography & Map Division.,"Atlantic map showing triangular trade routes among Europe, West Africa, and the Americas, including the Middle Passage.",NO,SSP.06; SSP.01,Illustrates the Middle Passage and Atlantic trade geography; pair with a period map of West Africa/West Indies.,OK
Colonization (1607-1750),8.12,Explain the Navigation Acts and the policy of mercantilism.,Yes,Chart of the Atlantic Ocean showing trade routes (mercantilism),map,Various 18th-c. cartographers,18th century,Library of Congress Geography & Map Division,Public domain — published before 1929,Yes,https://www.loc.gov/maps/?q=atlantic+ocean+chart+trade+routes+colonies,search,"Chart of the Atlantic Ocean, 18th century. Library of Congress Geography & Map Division.",Atlantic Ocean chart showing shipping lanes connecting Britain and its North American colonies.,NO,SSP.06; SSP.01,Supports Navigation Acts / mercantilism by showing the transatlantic trade network.,OK
The American Revolution (1700-1783),8.13,"Explain the significance of the Ohio River Valley leading to the French and Indian War and the events and consequences of the conflict, including: the massacre at Fort Loudoun, the Treaty of Paris of 1763, war debt, and the Proclamation Line of 1763.",Yes,The Proclamation Line of 1763 and the Ohio River Valley,map,U.S. National Park Service / historical reference,1763,Perry-Castañeda Library Map Collection (UT Austin),Public domain — U.S. government work,Yes,https://legacy.lib.utexas.edu/maps/histus.html,canonical,"North America after the Treaty of Paris, 1763. Perry-Castañeda Library Map Collection, University of Texas at Austin.",Map of eastern North America in 1763 showing the Proclamation Line along the Appalachians and the Ohio River Valley.,NO,SSP.06; SSP.01,"Shows Ohio Valley, French and Indian War territory, and the 1763 Proclamation Line barrier to western settlement.",OK
The American Revolution (1700-1783),8.13,"Explain the significance of the Ohio River Valley leading to the French and Indian War and the events and consequences of the conflict, including: the massacre at Fort Loudoun, the Treaty of Paris of 1763, war debt, and the Proclamation Line of 1763.",Yes,Map of the contested Ohio Country and Fort Loudoun region,map,Various 18th-c. cartographers,c. 1755,Library of Congress Geography & Map Division,Public domain — published before 1929,Yes,https://www.loc.gov/maps/?q=ohio+country+french+indian+war+forts,search,"Map of the Ohio Country and British forts, c. 1755. Library of Congress Geography & Map Division.",Colonial map of the Ohio River Valley and British/French forts contested during the French and Indian War.,NO,SSP.06; SSP.01,"Ohio Valley forts context (Fort Loudoun in Tennessee, western Pennsylvania).",OK
The American Revolution (1700-1783),8.15,"Analyze the social, political, and economic causes of the events and groups of the American Revolution, including:
• The Quartering Act, 1765
• The Stamp Act, 1765
• The Declaratory Act, 1766
• The Townshend Acts, 1767
• The Boston Massacre, 1770
• The Boston Tea Party, 1773
• Intolerable/Coercive Acts, 1774
• Sons of Liberty",Yes,A Plan of the Town of Boston with its Environs (Revolutionary Boston),map,Henry Pelham / period British surveyors,1775,Library of Congress Geography & Map Division,Public domain — published 1775,Yes,https://www.loc.gov/maps/?q=plan+town+boston+1775+environs,search,"A Plan of Boston and its Environs, 1775. Library of Congress Geography & Map Division.","1775 plan of Boston showing the harbor, wharves, and streets where the Massacre and Tea Party occurred.",NO,SSP.06; SSP.01,"Geographic setting for the Boston Massacre, Tea Party, and Coercive Acts (port closure).",OK
The American Revolution (1700-1783),8.17,"Locate and explain the significance of the battles of the American Revolution prior to the signing of the Declaration of Independence, including Lexington and Concord and Bunker (Breed’s) Hill.",Yes,A Plan of the Battles of Lexington and Concord / Bunker Hill,map,J. De Costa / period British surveyors,1775,Library of Congress Geography & Map Division,Public domain — published 1775,Yes,https://www.loc.gov/maps/?q=lexington+concord+bunker+hill+1775+plan,search,"A Plan of the Town and Harbour of Boston and the Battles of Lexington and Concord, 1775. Library of Congress Geography & Map Division.",1775 battle plan tracing the British march to Lexington and Concord and the Bunker (Breed's) Hill lines.,NO,SSP.06; SSP.01,Locate the opening battles of the Revolution; LoC holds contemporary De Costa engravings.,OK
The American Revolution (1700-1783),8.19,Compare and contrast the points of view of Loyalists and Patriots.,Yes,The Seat of War in the Colonies (Patriot vs. Loyalist regions),map,Various 18th-c. cartographers,c. 1776,Library of Congress Geography & Map Division,Public domain — published before 1929,Yes,https://www.loc.gov/maps/?q=seat+of+war+colonies+american+revolution,search,"The Seat of War in the American Colonies, c. 1776. Library of Congress Geography & Map Division.",Revolutionary-era map of the colonies used to discuss regions of Loyalist and Patriot strength.,NO,SSP.06; SSP.02,Support map for regional distribution of Loyalist vs. Patriot sentiment; lighter geo relevance.,OK
The New Nation (1775-1800),8.21,"Analyze the strengths and weaknesses of the Articles of Confederation, and describe the Land Ordinance of 1785, the Northwest Ordinance of 1787, the Northwest Territory, the Lost State of Franklin, and Shays’ Rebellion.",Yes,Plan of the Seven Ranges / Northwest Territory (Land Ordinance survey),map,U.S. General Land Office / Thomas Hutchins,1785-1787,Library of Congress Geography & Map Division,Public domain — U.S. government work,Yes,https://www.loc.gov/maps/?q=seven+ranges+northwest+territory+ordinance+1785,search,"Plan of the Seven Ranges of Townships, Northwest Territory, 1785-1787. Library of Congress Geography & Map Division.",Grid survey map of the first townships of the Northwest Territory laid out under the Land Ordinance of 1785.,NO,SSP.06; SSP.01,Shows the rectangular township survey system of the Land Ordinance and Northwest Ordinance.,OK
The New Nation (1775-1800),8.21,"Analyze the strengths and weaknesses of the Articles of Confederation, and describe the Land Ordinance of 1785, the Northwest Ordinance of 1787, the Northwest Territory, the Lost State of Franklin, and Shays’ Rebellion.",Yes,Map of the State of Franklin and the western lands (1780s),map,Various late 18th-c. cartographers,c. 1786,David Rumsey Map Collection,CC BY — David Rumsey Map Collection,Yes,https://www.davidrumsey.com/luna/servlet/allSearch?q=franklin+tennessee+western+territory+1780s,search,"Map of the western territory / State of Franklin, c. 1786. David Rumsey Map Collection (CC BY).",Late 1780s map of the trans-Appalachian west showing the short-lived State of Franklin in eastern Tennessee.,NO,SSP.06; SSP.01,Tennessee connection: the Lost State of Franklin in the western lands under the Articles.,OK — attribute (CC BY)
The New Nation (1775-1800),8.25,"Analyze the major events of the administration of President George Washington, including: the precedents he set, Whiskey Rebellion, and ideas presented in his farewell address.",Yes,"Map of the United States, 1790s (Washington administration)",map,Various 1790s cartographers,c. 1795,David Rumsey Map Collection,CC BY — David Rumsey Map Collection,Yes,https://www.davidrumsey.com/luna/servlet/allSearch?q=united+states+1795+map,search,"Map of the United States, c. 1795. David Rumsey Map Collection (CC BY).",Map of the young United States in the 1790s showing the original states and western frontier.,NO,SSP.06; SSP.01,Locate western Pennsylvania (Whiskey Rebellion) and the new nation under Washington; lighter geo relevance.,OK — attribute (CC BY)
The New Nation (1775-1800),8.26,"Explain how conflicts between Thomas Jefferson and Alexander Hamilton resulted in the emergence of two political parties by analyzing their views on foreign policy, economic policy, a national bank, and strict versus loose interpretation of the Constitution.",Yes,"Map of the United States showing the states, c. 1800 (party era)",map,Various early 19th-c. cartographers,c. 1800,David Rumsey Map Collection,CC BY — David Rumsey Map Collection,Yes,https://www.davidrumsey.com/luna/servlet/allSearch?q=united+states+1800+map,search,"Map of the United States, c. 1800. David Rumsey Map Collection (CC BY).",Map of the United States around 1800 showing states and territories during the first party system.,NO,SSP.06; SSP.01,Contextual base map for Federalist vs. Democratic-Republican geographic strongholds; lighter geo relevance.,OK — attribute (CC BY)
The New Nation (1775-1800),8.27,"Explain the controversies that plagued the administration of President John Adams, including: the conflicts with Great Britain and France, the XYZ Affair, and the Alien and Sedition Acts.",Yes,"Map of the United States and its foreign relations, c. 1798",map,Various late 18th-c. cartographers,c. 1798,David Rumsey Map Collection,CC BY — David Rumsey Map Collection,Yes,https://www.davidrumsey.com/luna/servlet/allSearch?q=united+states+1798+map,search,"Map of the United States, c. 1798. David Rumsey Map Collection (CC BY).",Late-1790s map of the United States used to discuss tensions with Britain and France during the Adams presidency.,NO,SSP.06; SSP.01,"Base map for Adams-era conflicts (XYZ Affair, Quasi-War); lighter geo relevance.",OK — attribute (CC BY)
The New Nation (1775-1800),8.28,Identify how westward expansion led to the statehood of Tennessee and the importance of the first state constitution (1796). (T.C.A. § 49-6-1028),Yes,"The State of Tennessee (early statehood, 1796)",map,Various late 18th / early 19th-c. cartographers,c. 1796,Library of Congress Geography & Map Division,Public domain — published before 1929,Yes,https://www.loc.gov/maps/?q=tennessee+1796+state+map,search,"Map of the State of Tennessee, c. 1796. Library of Congress Geography & Map Division.","Early map of Tennessee at statehood showing the three grand divisions, rivers, and western settlements.",NO,SSP.06; SSP.01,Tennessee statehood (1796) map; westward expansion into the trans-Appalachian frontier.,OK
Growth of a Young Nation (1800-1820),8.30,"Explain the major events of Thomas Jefferson’s presidency, including:
• Conflict with the Barbary pirates
• Embargo Act
• Lewis and Clark Expedition
• Louisiana Purchase",Yes,Louisiana Purchase and the Lewis & Clark Expedition route,map,William Clark / U.S. War Department,1814,Library of Congress Geography & Map Division,Public domain — U.S. government work,Yes,https://www.loc.gov/maps/?q=lewis+clark+expedition+route+louisiana,search,"William Clark, Map of Lewis and Clark's Track Across the Western Portion of North America, 1814. Library of Congress Geography & Map Division.",Early 19th-century map tracing the Lewis and Clark route across the Louisiana Purchase to the Pacific.,NO,SSP.06; SSP.01,Clark's 1814 track map is the canonical Lewis & Clark / Louisiana Purchase teaching map.,OK
Growth of a Young Nation (1800-1820),8.30,"Explain the major events of Thomas Jefferson’s presidency, including:
• Conflict with the Barbary pirates
• Embargo Act
• Lewis and Clark Expedition
• Louisiana Purchase",Yes,"The Louisiana Purchase, 1803 (territorial acquisition)",map,U.S. Geological Survey / historical reference,1803,Perry-Castañeda Library Map Collection (UT Austin),Public domain — U.S. government work,Yes,https://legacy.lib.utexas.edu/maps/histus.html,canonical,"The Louisiana Purchase, 1803. Perry-Castañeda Library Map Collection, University of Texas at Austin.",Map shading the Louisiana Purchase territory added to the United States in 1803.,NO,SSP.06; SSP.01,Clean territorial-acquisition map showing how the purchase doubled the nation.,OK
Growth of a Young Nation (1800-1820),8.31,"Explain the causes, course, and consequences of the War of 1812, including:
• Use of impressment and trade restrictions between the U.S. and Great Britain
• Roles of Andrew Jackson and William Henry Harrison
• Significance of the Treaty of Ghent
• Rise in nationalism in the U.S.",Yes,Seat of War: theaters of the War of 1812,map,Various early 19th-c. cartographers,c. 1815,Library of Congress Geography & Map Division,Public domain — published before 1929,Yes,https://www.loc.gov/maps/?q=war+of+1812+seat+of+war+new+orleans,search,"Map of the Seat of War, War of 1812, c. 1815. Library of Congress Geography & Map Division.","Map of the War of 1812 theaters including the Great Lakes, Washington, and New Orleans.",NO,SSP.06; SSP.01,"Shows the northern (Great Lakes), Chesapeake, and Gulf (Jackson at New Orleans) theaters.",OK
Growth of a Young Nation (1800-1820),8.32,Identify and locate the changing boundaries of the U.S. as a result of the Convention of 1818 and the Adams-Onis Treaty.,Yes,United States boundaries after the Convention of 1818 and Adams-Onis Treaty (1819),map,U.S. Geological Survey / historical reference,1819,Perry-Castañeda Library Map Collection (UT Austin),Public domain — U.S. government work,Yes,https://legacy.lib.utexas.edu/maps/histus.html,canonical,"United States Territorial Growth, 1810/1820. Perry-Castañeda Library Map Collection, University of Texas at Austin.",Map showing the 49th-parallel boundary from the Convention of 1818 and Florida acquired via the Adams-Onis Treaty.,NO,SSP.06; SSP.01,"Territorial-growth series shows the changing U.S. boundary (49th parallel, Florida cession).",OK
Sectionalism and Reform (1790s-1850s),8.34,"Describe the development of the agrarian economy in the South, the locations of the cotton-producing states, the significance of cotton and the cotton gin, and the founding of Memphis as a center for cotton and the slave trade.",Yes,Cotton production in the Southern states (census map),map,U.S. Census Office,1860s,U.S. Census Bureau,Public domain — U.S. government work,Yes,https://www.loc.gov/maps/?q=cotton+production+southern+states+1860+census,search,"Map showing cotton production in the Southern states, U.S. Census, 1860s. Library of Congress Geography & Map Division.",Statistical map shading counties across the Deep South by intensity of cotton production.,NO,SSP.06; SSP.01,Locates the cotton-producing states; pair with a Tennessee/Memphis map for the cotton and slave-trade center.,OK
Sectionalism and Reform (1790s-1850s),8.35,Analyze the characteristics of Southern society and its influence on the social and political conditions prior to the Civil War.,Yes,Distribution of the slave population of the Southern states (1860 census map),map,U.S. Coast Survey / E. Hergesheimer,1861,Library of Congress Geography & Map Division,Public domain — published 1861,Yes,https://www.loc.gov/maps/?q=distribution+slave+population+southern+states+1860,search,"E. Hergesheimer, Map Showing the Distribution of the Slave Population of the Southern States, U.S. Coast Survey, 1861. Library of Congress Geography & Map Division.",1861 shaded county map showing the concentration of the enslaved population across the South.,NO,SSP.06; SSP.02,Famous 1861 Coast Survey slave-density map; central to Southern society and sectional analysis.,OK
Sectionalism and Reform (1790s-1850s),8.36,"Identify the conditions of enslavement, and explain how slaves adapted to and resisted bondage in their daily lives, including Nat Turner's revolt.",Yes,"Map of Southampton County, Virginia (Nat Turner's revolt)",map,Various 19th-c. cartographers,c. 1831,Library of Congress Geography & Map Division,Public domain — published before 1929,Yes,https://www.loc.gov/maps/?q=southampton+county+virginia+map,search,"Map of Southampton County, Virginia, 19th century. Library of Congress Geography & Map Division.","County map of Southampton County, Virginia, site of Nat Turner's 1831 rebellion.",NO,SSP.06; SSP.01,Locate the setting of Nat Turner's revolt; can also reuse the 1860 slave-density map.,OK
Sectionalism and Reform (1790s-1850s),8.37,"Explain the development of the American Industrial Revolution, including:
• Eli Whitney and interchangeable parts
• Emergence of trade unions
• Lowell System
• Role of the textile industry
• Samuel Slater",Yes,"Map of Lowell, Massachusetts (textile mills)",map,Various 19th-c. cartographers,c. 1845,Library of Congress Geography & Map Division,Public domain — published before 1929,Yes,https://www.loc.gov/maps/?q=lowell+massachusetts+mills+map,search,"Map of Lowell, Massachusetts, c. 1845. Library of Congress Geography & Map Division.",19th-century map of Lowell showing the Merrimack River canals and textile mill complexes.,NO,SSP.06; SSP.01,Lowell System and textile industry site; shows waterpower geography of early industry.,OK
Sectionalism and Reform (1790s-1850s),8.38,Describe how technological developments affected the growth of the industrial economy and cities in the North.,Yes,"Railroads and industrial cities of the Northern states, c. 1850",map,Various mid-19th-c. cartographers,c. 1850,David Rumsey Map Collection,CC BY — David Rumsey Map Collection,Yes,https://www.davidrumsey.com/luna/servlet/allSearch?q=railroad+map+northern+states+1850,search,"Railroad map of the Northern states, c. 1850. David Rumsey Map Collection (CC BY).",Mid-19th-century map of the Northeast showing railroads linking industrial cities.,NO,SSP.06; SSP.01,Technology and urban growth in the North; railroads connecting manufacturing cities.,OK — attribute (CC BY)
Sectionalism and Reform (1790s-1850s),8.39,"Identify the push-pull factors for Irish and German immigrants, and describe the impact of their arrival in the U.S. prior to the Civil War.",Yes,Map of the North Atlantic showing immigration routes to U.S. ports,map,Various mid-19th-c. cartographers,c. 1850,David Rumsey Map Collection,CC BY — David Rumsey Map Collection,Yes,https://www.davidrumsey.com/luna/servlet/allSearch?q=atlantic+immigration+ports+1850,search,"Map of the North Atlantic, c. 1850. David Rumsey Map Collection (CC BY).",Map showing steamship routes from Ireland and the German states to Atlantic ports such as New York and Boston.,NO,SSP.06; SSP.01,Push-pull migration of Irish and German immigrants; ports of arrival before the Civil War.,OK — attribute (CC BY)
Sectionalism and Reform (1790s-1850s),8.40,"Analyze the development of roads, canals, railroads, and steamboats throughout the U.S., including the Erie Canal and the National Road.",Yes,Map of the Erie Canal and the National Road (internal improvements),map,Various early/mid-19th-c. cartographers,c. 1840,Library of Congress Geography & Map Division,Public domain — published before 1929,Yes,https://www.loc.gov/maps/?q=erie+canal+national+road+map,search,"Map of the Erie Canal / National Road, c. 1840. Library of Congress Geography & Map Division.","Map showing the Erie Canal across New York and the National Road westward, with connecting rivers and railroads.",NO,SSP.06; SSP.01,"Transportation revolution: canals, the National Road, roads, railroads, and steamboat rivers.",OK
The Jacksonian Era (1824-1840),8.45,"Examine the importance of the elections of 1824 and 1828, including: the corrupt bargain, the spoils system, and Jacksonian Democracy.",Yes,Electoral map of the presidential election of 1828,map,Historical reference (electoral results),1828,David Rumsey Map Collection,CC BY — David Rumsey Map Collection,Yes,https://www.davidrumsey.com/luna/servlet/allSearch?q=presidential+election+1828+map,search,Map of the presidential election of 1828. David Rumsey Map Collection (CC BY).,State-by-state map of the 1828 election showing Jackson's support across the South and West.,NO,SSP.06; SSP.01,Regional geography of Jacksonian Democracy and the 1824/1828 elections; lighter geo relevance.,OK — attribute (CC BY)
The Jacksonian Era (1824-1840),8.47,"Describe the impact of the Indian Removal Act and the struggle between the Cherokee Nation and the U.S. government, including the significance of Worcester v. Georgia and the Trail of Tears.",Yes,Trail of Tears National Historic Trail (removal routes),map,U.S. National Park Service,2019,National Park Service,Public domain — U.S. government work,Yes,https://www.nps.gov/trte/planyourvisit/maps.htm,canonical,Trail of Tears National Historic Trail Map. U.S. National Park Service.,Map of the multiple land and water routes of the Cherokee removal from the Southeast to Indian Territory.,NO,SSP.06; SSP.01,NPS official Trail of Tears route map; core to Indian Removal Act and Cherokee removal.,OK
The Jacksonian Era (1824-1840),8.47,"Describe the impact of the Indian Removal Act and the struggle between the Cherokee Nation and the U.S. government, including the significance of Worcester v. Georgia and the Trail of Tears.",Yes,Map of the Cherokee Nation and Indian Territory removal lands,map,Various 19th-c. cartographers,c. 1835,Library of Congress Geography & Map Division,Public domain — published before 1929,Yes,https://www.loc.gov/maps/?q=cherokee+nation+indian+territory+removal,search,"Map of the Cherokee Nation and Indian Territory, c. 1835. Library of Congress Geography & Map Division.",Map contrasting the Cherokee homeland in the Southeast with the assigned lands in Indian Territory.,NO,SSP.06; SSP.02,Second map: Cherokee homeland vs. Indian Territory destination (Worcester v. Georgia context).,OK
Expansion and Division of the Nation (1820s-1860s),8.49,"Analyze the concept of Manifest Destiny and its impact on the development of the nation, and describe the economic incentives for westward expansion.",Yes,United States Territorial Growth (Manifest Destiny),map,U.S. Geological Survey / historical reference,1850,Perry-Castañeda Library Map Collection (UT Austin),Public domain — U.S. government work,Yes,https://legacy.lib.utexas.edu/maps/histus.html,canonical,"United States Territorial Growth. Perry-Castañeda Library Map Collection, University of Texas at Austin.",Series map coloring successive U.S. territorial acquisitions from the Atlantic to the Pacific.,NO,SSP.06; SSP.01,Overview of continental expansion under Manifest Destiny; anchors 8.49-8.57.,OK
Expansion and Division of the Nation (1820s-1860s),8.50,"Explain the reasons for and the provisions of the Missouri Compromise (i.e., Compromise of 1820) and its impact on expansion.",Yes,The Missouri Compromise line of 1820 (36°30′),map,Historical reference / U.S. government,1820,Perry-Castañeda Library Map Collection (UT Austin),Public domain — U.S. government work,Yes,https://legacy.lib.utexas.edu/maps/histus.html,canonical,"The Missouri Compromise, 1820. Perry-Castañeda Library Map Collection, University of Texas at Austin.",Map of the Louisiana Purchase divided at the 36 degrees 30 minutes line into free and slave territory.,NO,SSP.06; SSP.01,"Shows the 36°30′ Missouri Compromise line, Missouri as slave state, Maine as free state.",OK
Expansion and Division of the Nation (1820s-1860s),8.51,"Describe American settlements in Texas after 1821, the causes of the Texas War for Independence, the roles of David Crockett and Sam Houston, and the legacy of the Alamo.",Yes,Map of Texas (Republic of Texas / War for Independence),map,Various 1830s-1840s cartographers,c. 1836,Library of Congress Geography & Map Division,Public domain — published before 1929,Yes,https://www.loc.gov/maps/?q=texas+republic+1836+map+alamo,search,"Map of Texas, c. 1836. Library of Congress Geography & Map Division.","Map of Texas during its war for independence showing settlements, the Alamo at San Antonio, and the Rio Grande.",NO,SSP.06; SSP.01,"American settlements in Texas, the Alamo, and the independence struggle from Mexico.",OK
Expansion and Division of the Nation (1820s-1860s),8.52,"Analyze the reasons for and outcomes of groups moving west, including the significance of:
• Fur traders
• Mormons
• Oregon Trail
• Santa Fe Trail",Yes,"Map of the Oregon, Santa Fe, Mormon, and California overland trails",map,U.S. National Park Service / historical reference,c. 1849,Library of Congress Geography & Map Division,Public domain — published before 1929,Yes,https://www.loc.gov/maps/?q=oregon+trail+santa+fe+trail+overland+routes,search,"Map of the overland trails to the West, c. 1849. Library of Congress Geography & Map Division.","Map tracing the Oregon, Santa Fe, Mormon, and California trails westward across the plains and mountains.",NO,SSP.06; SSP.01,Overland migration routes; NPS also maintains the Oregon/Santa Fe/Mormon Pioneer NHT map pages.,OK
