row_id,standard,title,repository,status,error,source_page_url,timestamp
10,W.04,Portrait of Oliver Cromwell,The Metropolitan Museum of Art,BROKEN_LINK,"No Met object matched required title tokens ['cromwell', 'oliver'] AND creator tokens ['cooper', 'robert', 'samuel', 'walker'] for query 'Oliver Cromwell portrait' within first 25 probed candidates (out of 298 total search hits).",https://www.metmuseum.org/search-results?q=Oliver+Cromwell+portrait,2026-08-02T20:00:23.547619Z
17,W.07,Napoleon Bonaparte (portrait),The Metropolitan Museum of Art,BROKEN_LINK,"No Met object matched required title tokens ['bonaparte', 'napoleon'] AND creator tokens ['david', 'ingres'] for query 'Napoleon Bonaparte portrait' within first 25 probed candidates (out of 432 total search hits).",https://www.metmuseum.org/search-results?q=Napoleon+Bonaparte+portrait,2026-08-02T20:00:34.649544Z
5,W.02,Magna Carta (original engrossment),Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 2 items tie on title overlap for 'Magna Carta (original engrossment)' (query='Magna Carta'). URLs: ['https://www.loc.gov/item/library-publications/magna-carta/', 'https://www.loc.gov/item/2021689514/']",https://www.loc.gov/search/?q=Magna+Carta,2026-08-02T20:00:41.394322Z
22,W.09,"Code Napoléon (French Civil Code, 1804)",HathiTrust Digital Library,ACCESS_BLOCKED,"HathiTrust catalog and full-text search endpoints are behind an interactive Cloudflare bot-challenge (verified via direct HTTP probe returning a JS challenge page), which blocks deterministic automated resolution and full-volume download without a browser session/credentials.",https://catalog.hathitrust.org/Search/Home?lookfor=Code+Napoleon+civil+code+1804&type=all,2026-08-02T20:00:41.395973Z
23,W.09,Congress of Vienna (1815) — print,Rijksmuseum,ACCESS_BLOCKED,"Rijksmuseum Collection API requires a registered Rijksstudio API key (none available in this environment); the public web search UI is JavaScript-rendered and its search endpoint is disallowed by rijksmuseum.nl/robots.txt for automated/API access, so the exact object cannot be deterministically resolved without credentials.",https://www.rijksmuseum.nl/en/search?q=Congress+of+Vienna+1815,2026-08-02T20:00:41.397504Z
16,W.06,"French Revolution prints (Bastille, Terror, Napoleon)",Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 3 items tie on title overlap for 'French Revolution prints (Bastille, Terror, Napoleon)' (query='French Revolution prints (Bastille, Terror, Napoleon)'). URLs: ['https://www.loc.gov/item/17008744/', 'https://www.loc.gov/item/13003679/', 'https://www.loc.gov/item/13006084/']",https://www.loc.gov/search/?q=French+Revolution+1789+Bastille,2026-08-02T20:00:44.850993Z
21,W.09,Haitian Declaration of Independence (1804),Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 3 items tie on title overlap for 'Haitian Declaration of Independence (1804)' (query='Haitian Declaration of Independence (1804)'). URLs: ['https://www.loc.gov/item/02005254/', 'https://www.loc.gov/item/2025857408/', 'https://www.loc.gov/item/2024876325/']",https://www.loc.gov/search/?q=Haiti+Declaration+of+Independence+1804,2026-08-02T20:00:47.383756Z
18,W.07,Map of the Napoleonic Empire / Russian Campaign of 1812,Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 6 items tie on title overlap for 'Map of the Napoleonic Empire / Russian Campaign of 1812' (query='Map of the Napoleonic Empire / Russian Campaign of 1812'). URLs: ['https://www.loc.gov/item/04011194/', 'https://www.loc.gov/item/13001682/', 'https://www.loc.gov/item/12019695/', 'https://www.loc.gov/item/04011385/', 'https://www.loc.gov/item/04017311/', 'https://www.loc.gov/item/04011187/']",https://www.loc.gov/search/?q=Napoleon+empire+Europe+map+1812,2026-08-02T20:01:03.428834Z
26,W.11,Watt steam engine (patent model / engraving),Smithsonian Institution,ACCESS_BLOCKED,No resolver implemented for repository 'Smithsonian Institution'.,https://www.si.edu/search?edan_q=Watt+steam+engine,2026-08-02T20:31:54.202371Z
24,W.10,Over London—by Rail,The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,https://digitalcollections.nypl.org/search/index?keywords=Gustave+Dore+London,2026-08-02T20:31:54.205984Z
29,W.12,Great Exhibition / Crystal Palace (1851),The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,https://digitalcollections.nypl.org/search/index?keywords=Crystal+Palace+Great+Exhibition+1851,2026-08-02T20:31:54.207202Z
28,W.12,Railway map of Europe (19th century),Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 9 items tie on title overlap for 'Railway map of Europe (19th century)' (query='Railway map of Europe (19th century)'). URLs: ['https://www.loc.gov/item/2021689131/', 'https://www.loc.gov/item/2020717875/', 'https://www.loc.gov/item/99004382/', 'https://www.loc.gov/item/c98000157/', 'https://www.loc.gov/item/07031748/', 'https://www.loc.gov/item/01030565/', 'https://www.loc.gov/item/01030699/', 'https://www.loc.gov/item/16025391/', 'https://www.loc.gov/item/2020718868/']",https://www.loc.gov/search/?q=railway+map+Europe+19th+century,2026-08-02T20:32:04.193117Z
31,W.13,The Interesting Narrative of the Life of Olaudah Equiano,"Documenting the American South, UNC-Chapel Hill",ACCESS_BLOCKED,"No resolver implemented for repository 'Documenting the American South, UNC-Chapel Hill'.",https://docsouth.unc.edu/neh/equiano1/equiano1.html,2026-08-02T20:32:04.207314Z
32,W.14,Steam locomotive (early railway engine),Smithsonian Institution,ACCESS_BLOCKED,No resolver implemented for repository 'Smithsonian Institution'.,https://www.si.edu/search?edan_q=steam+locomotive+19th+century,2026-08-02T20:32:04.212023Z
27,W.11,English cotton mill / textile factory,Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 8 items tie on title overlap for 'English cotton mill / textile factory' (query='English cotton mill / textile factory'). URLs: ['https://www.loc.gov/item/13016884/', 'https://www.loc.gov/item/23006130/', 'https://www.loc.gov/item/06020350/', 'https://www.loc.gov/item/08035181/', 'https://www.loc.gov/item/2024873714/', 'https://www.loc.gov/item/08037830/', 'https://www.loc.gov/item/2024890607/', 'https://www.loc.gov/item/2024890554/']",https://www.loc.gov/search/?q=cotton+mill+textile+factory+England,2026-08-02T20:32:04.337136Z
30,W.13,Stowage of the British slave ship Brookes,Library of Congress,BROKEN_LINK,"No LOC results matched title tokens ['british', 'brookes', 'ship', 'slave', 'stowage'] for queries tried: ['Stowage of the British slave ship Brookes', 'Brookes slave ship stowage diagram'].",https://www.loc.gov/search/?q=Brookes+slave+ship+stowage+diagram,2026-08-02T20:32:08.357747Z
36,W.16,The Communist Manifesto,HathiTrust Digital Library,ACCESS_BLOCKED,"HathiTrust catalog and full-text search endpoints are behind an interactive Cloudflare bot-challenge (verified via direct HTTP probe returning a JS challenge page), which blocks deterministic automated resolution and full-volume download without a browser session/credentials.",https://catalog.hathitrust.org/Search/Home?lookfor=Communist+Manifesto+Marx+Engels&type=all,2026-08-02T20:32:08.715603Z
37,W.16,An Inquiry into the Nature and Causes of the Wealth of Nations,HathiTrust Digital Library,ACCESS_BLOCKED,"HathiTrust catalog and full-text search endpoints are behind an interactive Cloudflare bot-challenge (verified via direct HTTP probe returning a JS challenge page), which blocks deterministic automated resolution and full-volume download without a browser session/credentials.",https://catalog.hathitrust.org/Search/Home?lookfor=Adam+Smith+Wealth+of+Nations&type=all,2026-08-02T20:32:08.716860Z
34,W.15,Child labor photographs (National Child Labor Committee),Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 4 items tie on title overlap for 'Child labor photographs (National Child Labor Committee)' (query='Child labor photographs (National Child Labor Committee)'). URLs: ['https://www.loc.gov/collections/national-child-labor-committee/about-this-collection/', 'https://www.loc.gov/item/sv92052699/', '//lccn.loc.gov/2004679968', 'https://www.loc.gov/item/2018674790/']",https://www.loc.gov/search/?q=Lewis+Hine+child+labor+mill,2026-08-02T20:32:10.520901Z
35,W.15,Coal mine / factory working conditions,Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 11 items tie on title overlap for 'Coal mine / factory working conditions' (query='Coal mine / factory working conditions'). URLs: ['https://www.loc.gov/item/14014128/', 'https://www.loc.gov/item/14014129/', 'https://www.loc.gov/item/2019670820/', 'https://www.loc.gov/item/19026191/', 'https://www.loc.gov/item/72601064/', 'https://www.loc.gov/item/2026587721/', 'https://www.loc.gov/item/l22000270/', 'https://www.loc.gov/item/86607950/', 'https://www.loc.gov/item/87600230/', 'https://www.loc.gov/item/82600227/', 'https://www.loc.gov/item/80039876/']",https://www.loc.gov/search/?q=coal+mine+working+conditions+19th+century,2026-08-02T20:32:13.183416Z
40,W.18,"""J'Accuse…!"" (open letter, L'Aurore front page)",HathiTrust Digital Library,ACCESS_BLOCKED,"HathiTrust catalog and full-text search endpoints are behind an interactive Cloudflare bot-challenge (verified via direct HTTP probe returning a JS challenge page), which blocks deterministic automated resolution and full-volume download without a browser session/credentials.",https://catalog.hathitrust.org/Search/Home?lookfor=Zola+J%27Accuse+Aurore+1898&type=all,2026-08-02T20:32:18.184550Z
42,W.19,The Rhodes Colossus,Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 3 items tie on title overlap for 'The Rhodes Colossus' (query='The Rhodes Colossus'). URLs: ['https://www.loc.gov/item/2004669342/', 'https://www.loc.gov/item/23026518/', 'https://www.loc.gov/item/2020046626/']",https://www.loc.gov/search/?q=Rhodes+Colossus+cartoon,2026-08-02T20:32:20.662576Z
43,W.19,The White Man's Burden,HathiTrust Digital Library,ACCESS_BLOCKED,"HathiTrust catalog and full-text search endpoints are behind an interactive Cloudflare bot-challenge (verified via direct HTTP probe returning a JS challenge page), which blocks deterministic automated resolution and full-volume download without a browser session/credentials.",https://catalog.hathitrust.org/Search/Home?lookfor=Kipling+White+Man%27s+Burden+1899&type=all,2026-08-02T20:32:20.664265Z
38,W.17,Otto von Bismarck (photograph/portrait),Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 6 items tie on title overlap for 'Otto von Bismarck (photograph/portrait)' (query='Otto von Bismarck (photograph/portrait)'). URLs: ['https://www.loc.gov/item/2018697064/', 'https://www.loc.gov/item/2016817363/', 'https://www.loc.gov/item/00650536/', 'https://www.loc.gov/item/2017656330/', 'https://www.loc.gov/item/2005684134/', 'https://www.loc.gov/item/99005468/']",https://www.loc.gov/search/?q=Otto+von+Bismarck+portrait,2026-08-02T20:32:22.002951Z
45,W.20,African trade and resources (illustrated),The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,https://digitalcollections.nypl.org/search/index?keywords=Africa+trade+ivory+rubber+19th+century,2026-08-02T20:32:22.004856Z
44,W.20,Map of Africa (late 19th century),Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 4 items tie on title overlap for 'Map of Africa (late 19th century)' (query='Map of Africa (late 19th century)'). URLs: ['https://www.loc.gov/item/2021692506/', 'https://www.loc.gov/item/2021690070/', 'https://www.loc.gov/item/2021689131/', 'https://www.loc.gov/item/2021690493/']",https://www.loc.gov/search/?q=Africa+map+1890+resources,2026-08-02T20:32:22.961483Z
47,W.21,The Berlin Conference of 1884-85,The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,https://digitalcollections.nypl.org/search/index?keywords=Berlin+Conference+1884+Africa,2026-08-02T20:32:22.963175Z
39,W.17,Giuseppe Garibaldi / Italian unification,Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 2 items tie on title overlap for 'Giuseppe Garibaldi / Italian unification' (query='Giuseppe Garibaldi / Italian unification'). URLs: ['https://www.congress.gov/bill/112th-congress/house-bill/742', 'https://www.congress.gov/bill/112th-congress/senate-bill/369']",https://www.loc.gov/search/?q=Giuseppe+Garibaldi+Italian+unification,2026-08-02T20:32:22.986955Z
49,W.22,"Anglo-Zulu War (Isandlwana / Rorke's Drift), 1879",The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,https://digitalcollections.nypl.org/search/index?keywords=Anglo-Zulu+War+1879+Isandlwana,2026-08-02T20:32:22.988514Z
50,W.23,"Opening of the Suez Canal, 1869",The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,https://digitalcollections.nypl.org/search/index?keywords=Suez+Canal+opening+1869,2026-08-02T20:32:22.989996Z
46,W.21,Map of the partition of Africa (colonial claims),Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 5 items tie on title overlap for 'Map of the partition of Africa (colonial claims)' (query='Map of the partition of Africa (colonial claims)'). URLs: ['https://www.loc.gov/item/a22000946/', 'https://www.loc.gov/item/98001165/', 'https://www.loc.gov/item/16023056/', 'https://www.loc.gov/item/02029499/', 'https://www.loc.gov/item/02029503/']",https://www.loc.gov/search/?q=colonial+Africa+partition+map+1900,2026-08-02T20:32:23.858805Z
52,W.24,Destruction of opium / First Opium War,The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,https://digitalcollections.nypl.org/search/index?keywords=Opium+War+China+1842,2026-08-02T20:32:23.860545Z
41,W.18,Dreyfus Affair — degradation of Alfred Dreyfus,Library of Congress,BROKEN_LINK,"No LOC results matched title tokens ['affair', 'alfred', 'degradation', 'dreyfus'] for queries tried: ['Dreyfus Affair — degradation of Alfred Dreyfus', 'Dreyfus affair degradation'].",https://www.loc.gov/search/?q=Dreyfus+affair+degradation,2026-08-02T20:32:24.096081Z
54,W.25,"Colonial exposition / ""human zoo"" imagery",The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,https://digitalcollections.nypl.org/search/index?keywords=colonial+exposition+1889,2026-08-02T20:32:24.097804Z
51,W.23,The Indian Rebellion (Sepoy Mutiny) of 1857,Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 3 items tie on title overlap for 'The Indian Rebellion (Sepoy Mutiny) of 1857' (query='The Indian Rebellion (Sepoy Mutiny) of 1857'). URLs: ['https://www.loc.gov/item/43020283/', 'https://www.loc.gov/item/04018014/', 'https://www.loc.gov/item/37007218/']",https://www.loc.gov/search/?q=Indian+Rebellion+1857+Sepoy+Mutiny,2026-08-02T20:32:25.998825Z
56,W.26,"Perry's ""Black Ships"" in Japan",The Metropolitan Museum of Art,BROKEN_LINK,"No Met object matched required title tokens ['black', 'japan', 'perry', 'ships'] AND creator tokens ['artists', 'japanese'] for query 'Black Ships Perry Japan woodblock' within first 8 probed candidates (out of 8 total search hits).",https://www.metmuseum.org/search-results?q=Black+Ships+Perry+Japan+woodblock,2026-08-02T20:32:28.932178Z
57,W.26,First Sino-Japanese War / Meiji modernization prints,The Metropolitan Museum of Art,BROKEN_LINK,"No Met object matched required title tokens ['first', 'japanese', 'meiji', 'modernization', 'prints', 'sino', 'war'] AND creator tokens ['artists', 'japanese'] for query 'Sino-Japanese War woodblock Meiji' within first 17 probed candidates (out of 17 total search hits).",https://www.metmuseum.org/search-results?q=Sino-Japanese+War+woodblock+Meiji,2026-08-02T20:32:32.105458Z
59,W.27,Guano / silver / rubber extraction in Latin America,The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,https://digitalcollections.nypl.org/search/index?keywords=Peru+guano+silver+mining+South+America,2026-08-02T20:32:32.107190Z
48,W.22,"The Battle of Adwa, 1896 (contemporary illustrated press engraving)",Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Battle of Adwa Adowa 1896 Ethiopia Italy': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=Battle+of+Adwa+Adowa+1896+Ethiopia+Italy,2026-08-02T20:32:32.708197Z
58,W.27,Map of South America (19th century),Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Map of South America (19th century)': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=South+America+map+19th+century,2026-08-02T20:32:33.556036Z
60,W.28,Construction of the Panama Canal,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Construction of the Panama Canal': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=Panama+Canal+construction+1913,2026-08-02T20:32:36.814616Z
61,W.28,"U.S. ""Big Stick"" intervention in Latin America",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'U.S. ""Big Stick"" intervention in Latin America': HTTP Error 429: Too Many Requests",https://www.loc.gov/search/?q=Big+Stick+Roosevelt+Latin+America+cartoon,2026-08-02T20:32:37.426603Z
55,W.25,Railways and infrastructure in colonial India/Africa,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'colonial railway India Africa': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=colonial+railway+India+Africa,2026-08-02T20:33:17.973008Z
63,W.29,European alliances / armed-camp political cartoon,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'European alliances / armed-camp political cartoon': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=European+alliances+cartoon+1914,2026-08-02T20:33:22.698483Z
65,W.30,World War I mobilization / alliance cartoon,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'World War I mobilization / alliance cartoon': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=World+War+I+alliances+militarism+cartoon+1914,2026-08-02T20:33:22.702202Z
64,W.30,"Assassination of Archduke Franz Ferdinand, Sarajevo, 1914",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'Assassination of Archduke Franz Ferdinand, Sarajevo, 1914': HTTP Error 429: Too Many Requests",https://www.loc.gov/search/?q=Franz+Ferdinand+assassination+Sarajevo+1914,2026-08-02T20:33:22.705675Z
62,W.29,"Map of the Balkans, ""powder keg of Europe"" (c.1912)",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'Map of the Balkans, ""powder keg of Europe"" (c.1912)': HTTP Error 429: Too Many Requests",https://www.loc.gov/search/?q=Balkans+map+1912+Europe,2026-08-02T20:33:22.707048Z
66,W.31,World War I trench warfare photographs,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=World+War+I+trench+warfare did not contain expected title terms ['trench', 'warfare', 'photographs', 'world'].",https://catalog.archives.gov/search?q=World+War+I+trench+warfare,2026-08-02T20:33:22.791061Z
69,W.32,Battle of the Somme / Verdun photographs,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Battle+of+the+Somme+Verdun+1916 did not contain expected title terms ['battle', 'verdun', 'photographs', 'somme'].",https://catalog.archives.gov/search?q=Battle+of+the+Somme+Verdun+1916,2026-08-02T20:33:22.814923Z
72,W.34,"Women munitions workers, World War I",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=World+War+I+women+munitions+workers did not contain expected title terms ['workers', 'women', 'munitions', 'world'].",https://catalog.archives.gov/search?q=World+War+I+women+munitions+workers,2026-08-02T20:33:23.196826Z
67,W.31,"New weapons of WWI: tanks, gas masks, machine guns",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'New weapons of WWI: tanks, gas masks, machine guns': HTTP Error 429: Too Many Requests",https://www.loc.gov/search/?q=World+War+I+tank+poison+gas+machine+gun,2026-08-02T20:33:27.415264Z
68,W.32,"Map of the Western Front (Marne, Verdun, Somme)",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'Map of the Western Front (Marne, Verdun, Somme)': HTTP Error 429: Too Many Requests",https://www.loc.gov/search/?q=Western+Front+map+World+War+I+Verdun+Somme,2026-08-02T20:33:27.423039Z
70,W.33,"World War I recruitment poster (""I Want YOU"")",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'World War I recruitment poster (""I Want YOU"")': HTTP Error 429: Too Many Requests",https://www.loc.gov/search/?q=World+War+I+recruitment+poster+Uncle+Sam,2026-08-02T20:33:27.511080Z
75,W.35,1918 influenza pandemic photographs,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=1918+influenza+pandemic did not contain expected title terms ['pandemic', 'photographs', 'influenza', '1918'].",https://catalog.archives.gov/search?q=1918+influenza+pandemic,2026-08-02T20:33:27.522500Z
73,W.34,World War I food conservation / rationing poster,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'World War I food conservation / rationing poster': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=World+War+I+food+conservation+poster,2026-08-02T20:33:27.908201Z
74,W.35,Armenian Genocide / Near East Relief photographs,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Armenian Genocide / Near East Relief photographs': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=Armenian+refugees+Near+East+Relief+1915,2026-08-02T20:33:32.132184Z
77,W.36,"The ""Big Four"" at the Paris Peace Conference",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'The ""Big Four"" at the Paris Peace Conference': HTTP Error 429: Too Many Requests",https://www.loc.gov/search/?q=Big+Four+Paris+Peace+Conference+1919,2026-08-02T20:33:32.242926Z
79,W.37,Map of Europe after World War I,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Map of Europe after World War I': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=map+Europe+after+World+War+I+1919,2026-08-02T20:33:32.541938Z
81,W.38,Russian Revolution of 1917 photographs,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Russian Revolution of 1917 photographs': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=Russian+Revolution+1917+Petrograd,2026-08-02T20:33:32.790956Z
82,W.38,Bolshevik / Russian Civil War propaganda poster,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Bolshevik / Russian Civil War propaganda poster': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=Bolshevik+Russian+Civil+War+poster+1919,2026-08-02T20:33:36.847719Z
83,W.39,Jazz Age / Harlem Renaissance photographs,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Jazz Age / Harlem Renaissance photographs': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=Harlem+Renaissance+jazz+1920s,2026-08-02T20:33:36.961248Z
84,W.39,1920s American consumer-culture photographs (National Photo Company Collection),Library of Congress,ACCESS_BLOCKED,LOC search request failed for query '1920s American consumer-culture photographs (National Photo Company Collection)': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=National+Photo+Company+1920s+automobile+radio,2026-08-02T20:33:37.258912Z
85,W.40,"Crowds outside the New York Stock Exchange, 1929",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'Crowds outside the New York Stock Exchange, 1929': HTTP Error 429: Too Many Requests",https://www.loc.gov/search/?q=Wall+Street+crash+1929+crowd+stock+exchange,2026-08-02T20:33:37.518144Z
86,W.40,Great Depression breadlines / unemployment,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Great Depression breadlines / unemployment': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=Great+Depression+breadline+unemployed,2026-08-02T20:33:41.558606Z
90,W.42,"Foreign Relations of the United States — diplomatic records on Nazi Germany, Fascist Italy, and the Soviet Union (1930s)","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",https://history.state.gov/historicaldocuments/search?q=Germany+Italy+Soviet+Union+1930s,2026-08-02T20:33:41.573720Z
88,W.41,"Foreign Relations of the United States, 1933 — documents on Germany and the Nazi seizure of power","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",https://history.state.gov/historicaldocuments/search?q=Germany+1933+Hitler+Nazi,2026-08-02T20:33:41.576623Z
