Course,Standard,Standard Text,Unit / Cluster,Geographic?,Primary Source Title,Type,Creator,Year,Repository,Rights / License,Commercial Use OK?,Catalog URL,Download URL,Citation (academic),Alt Text,Verified?,Schedule F (SSP),Status
High School,GC.11,"Describe the census and its role in redistricting and reapportionment, including the role of Baker v. Carr.",The Legislative Branch,,The Gerry-Mander,cartoon,Elkanah Tisdale,1812,Wikimedia Commons,Public domain — published 1812,Yes,https://commons.wikimedia.org/wiki/File:The_Gerry-Mander.png,,"Elkanah Tisdale. ""The Gerry-Mander."" 1812. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:The_Gerry-Mander.png","Cartoon: The Gerry-Mander (Elkanah Tisdale, 1812).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.12,"Identify leadership positions of the legislative branch, including: Majority and minority leaders; President pro tempore; Role of the vice president; Speaker of the House",The Legislative Branch,,"United States Capitol, c.1846 (Plumbe daguerreotype)",photo,John Plumbe Jr.,c.1846,Wikimedia Commons,Public domain — 1846 (pre-1929),Yes,"https://commons.wikimedia.org/wiki/File:United_States_Capitol,_circa_1846,_by_John_Plumbe.jpg",,"John Plumbe Jr.. ""United States Capitol, c.1846 (Plumbe daguerreotype)."" c.1846. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:United_States_Capitol,_circa_1846,_by_John_Plumbe.jpg","Photo: United States Capitol, c.1846 (Plumbe daguerreotype) (John Plumbe Jr., c.1846).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.13,Describe the process of how a bill becomes a law.,The Legislative Branch,,Congress in session (pre-1929) — bill/legislative process,photo,U.S. Government,1920s,Wikimedia Commons,"VERIFY — pick a pre-1929 file (PD). NOTE: Mike Wirth 'How a Bill Becomes Law' diagram is CC-BY 3.0, NOT public domain",Yes,https://commons.wikimedia.org/wiki/Category:Joint_sessions_of_the_United_States_Congress,,"U.S. Government. ""Congress in session (pre-1929) — bill/legislative process."" 1920s. Wikimedia Commons. https://commons.wikimedia.org/wiki/Category:Joint_sessions_of_the_United_States_Congress","Photo: Congress in session (pre-1929) — bill/legislative process (U.S. Government, 1920s).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.14,Identify the Tennessee representatives and senators to U.S. Congress.,The Legislative Branch,,Seal of Tennessee,emblem,State of Tennessee,1802 design,Wikimedia Commons,Public domain — U.S. state government insignia,Yes,https://commons.wikimedia.org/wiki/File:Seal_of_Tennessee.svg,,"State of Tennessee. ""Seal of Tennessee."" 1802 design. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:Seal_of_Tennessee.svg","Emblem: Seal of Tennessee (State of Tennessee, 1802 design).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.15,"Describe the powers of U.S. Congress, including: Appropriations; Commerce; Confirmations; Declaration of war; Implied powers; Necessary and proper clause",The Legislative Branch,,Chief Justice John Marshall (McCulloch v. Maryland),portrait,(artist unconfirmed),19th c.,Wikimedia Commons,Public domain — portrait pre-1929 (Marshall d.1835),Yes,https://commons.wikimedia.org/wiki/File:Chief_Justice_John_Marshall.jpg,,"(artist unconfirmed). ""Chief Justice John Marshall (McCulloch v. Maryland)."" 19th c.. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:Chief_Justice_John_Marshall.jpg","Portrait: Chief Justice John Marshall (McCulloch v. Maryland) ((artist unconfirmed), 19th c.).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.16,"Analyze Article II of the Constitution as it relates to the executive branch, including: Appointments; Commander-in-chief of the military; Eligibility for office; Executive orders; Length of term (22nd Amendment); Oath of office; Powers of the president; Succession (25th Amendment); Treaties",The Executive Branch,,George Washington (Athenaeum Portrait),portrait,Gilbert Stuart,1796,Wikimedia Commons,Public domain — artist d.1828; painting 1796,Yes,https://commons.wikimedia.org/wiki/File:Gilbert_Stuart_-_George_Washington_(The_Athenaeum_Portrait)_-_Google_Art_Project.jpg,,"Gilbert Stuart. ""George Washington (Athenaeum Portrait)."" 1796. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:Gilbert_Stuart_-_George_Washington_(The_Athenaeum_Portrait)_-_Google_Art_Project.jpg","Portrait: George Washington (Athenaeum Portrait) (Gilbert Stuart, 1796).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.17,"Identify major departments of the executive branch, including: Defense; Education; Justice; State; Treasury",The Executive Branch,,Seal of the U.S. Department of State (1900),emblem,U.S. Dept. of State,1900,Wikimedia Commons,Public domain — U.S. federal government work; pre-1929,Yes,https://commons.wikimedia.org/wiki/File:Seal_of_the_United_States_Department_of_State_(1900).png,,"U.S. Dept. of State. ""Seal of the U.S. Department of State (1900)."" 1900. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:Seal_of_the_United_States_Department_of_State_(1900).png","Emblem: Seal of the U.S. Department of State (1900) (U.S. Dept. of State, 1900).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.18,"Explain the Electoral College system, and compare and contrast arguments for and against it.",The Executive Branch,Yes,The Political Farce of 1876 (Hayes–Tilden),cartoon,(unattributed),1876,Library of Congress,Public domain — 1876 lithograph (pre-1929),Yes,https://www.loc.gov/item/2006677483/,,"(unattributed). ""The Political Farce of 1876 (Hayes–Tilden)."" 1876. Library of Congress. https://www.loc.gov/item/2006677483/","Cartoon: The Political Farce of 1876 (Hayes–Tilden) ((unattributed), 1876).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.19,"Analyze Article III of the Constitution as it relates to judicial power, including the length of terms and the jurisdiction of the U.S. Supreme Court.",The Judicial Branch,,Judiciary Act of 1789,document,1st U.S. Congress,1789,Wikimedia Commons,"Public domain — U.S. federal statute, 1789",Yes,https://commons.wikimedia.org/wiki/File:Judiciary_Act_of_1789.jpg,,"1st U.S. Congress. ""Judiciary Act of 1789."" 1789. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:Judiciary_Act_of_1789.jpg","Document: Judiciary Act of 1789 (1st U.S. Congress, 1789).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.20,Explain the processes of selection and confirmation of Supreme Court justices.,The Judicial Branch,,John Jay,portrait,Gilbert Stuart,1794,Wikimedia Commons,Public domain — pre-1929; National Gallery of Art,Yes,"https://commons.wikimedia.org/wiki/File:Gilbert_Stuart,_John_Jay,_1794,_NGA_75023.jpg",,"Gilbert Stuart. ""John Jay."" 1794. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:Gilbert_Stuart,_John_Jay,_1794,_NGA_75023.jpg","Portrait: John Jay (Gilbert Stuart, 1794).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.21,Explain the process of judicial review established by Marbury v. Madison.,The Judicial Branch,,Chief Justice John Marshall (judicial review / Marbury),portrait,(artist unconfirmed),19th c.,Wikimedia Commons,Public domain — portrait pre-1929 (Marshall d.1835),Yes,https://commons.wikimedia.org/wiki/File:Chief_Justice_John_Marshall.jpg,,"(artist unconfirmed). ""Chief Justice John Marshall (judicial review / Marbury)."" 19th c.. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:Chief_Justice_John_Marshall.jpg","Portrait: Chief Justice John Marshall (judicial review / Marbury) ((artist unconfirmed), 19th c.).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.22,Describe the Supreme Court's role in determining the constitutionality of laws and acts of the legislative and executive branches.,The Judicial Branch,,U.S. Supreme Court Building,photo,Ken Hammond (USDA),modern,Wikimedia Commons,Public domain — U.S. federal (USDA) work,Yes,https://commons.wikimedia.org/wiki/File:Supreme_Court.jpg,,"Ken Hammond (USDA). ""U.S. Supreme Court Building."" modern. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:Supreme_Court.jpg","Photo: U.S. Supreme Court Building (Ken Hammond (USDA), modern).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.23,"Evaluate the Supreme Court's interpretations of the freedoms articulated in the 1st Amendment, including: Schenck v. United States; Engel v. Vitale; Tinker v. Des Moines; Lemon v. Kurtzman; New York Times v. United States; Miller v. California; Texas v. Johnson",Civil Liberties,,Bill of Rights (First Amendment detail),document,1st U.S. Congress (NARA),1789,Wikimedia Commons,Public domain — U.S. gov document; NARA scan,Yes,https://commons.wikimedia.org/wiki/File:Bill_of_Rights_Pg1of1_AC.jpg,,"1st U.S. Congress (NARA). ""Bill of Rights (First Amendment detail)."" 1789. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:Bill_of_Rights_Pg1of1_AC.jpg","Document: Bill of Rights (First Amendment detail) (1st U.S. Congress (NARA), 1789).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.24,"Explain the 2nd Amendment, and evaluate its various interpretations.",Civil Liberties,,Second Amendment (document detail),document,1st U.S. Congress (NARA),1789,Wikimedia Commons,Public domain — U.S. gov document; NARA scan,Yes,https://commons.wikimedia.org/wiki/File:SecondAmendentoftheUnitedStatesConstitution.jpg,,"1st U.S. Congress (NARA). ""Second Amendment (document detail)."" 1789. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:SecondAmendentoftheUnitedStatesConstitution.jpg","Document: Second Amendment (document detail) (1st U.S. Congress (NARA), 1789).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.25,"Evaluate the Supreme Court's interpretations of freedoms in the 4th through 8th Amendments, including: Mapp v. Ohio; Gideon v. Wainwright; Miranda v. Arizona",Civil Liberties,,Clarence Gideon's handwritten cert. petition,document,Clarence Earl Gideon (NARA RG 267),1962,Wikimedia Commons,Public domain — U.S. federal court record (NARA),Yes,https://commons.wikimedia.org/wiki/File:Gideon_petition_for_certiorari.jpg,,"Clarence Earl Gideon (NARA RG 267). ""Clarence Gideon's handwritten cert. petition."" 1962. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:Gideon_petition_for_certiorari.jpg","Document: Clarence Gideon's handwritten cert. petition (Clarence Earl Gideon (NARA RG 267), 1962).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.26,"Evaluate the Supreme Court's interpretations of the freedoms in the 14th Amendment, equal protection, and due process clauses, including: Plessy v. Ferguson; Gitlow v. New York; Brown v. Board of Education; Roe v. Wade; Obergefell v. Hodges",Civil Liberties,,"14th Amendment (engrossed, page 1)",document,39th U.S. Congress (NARA),1868,Wikimedia Commons,Public domain — U.S. gov document; NARA scan,Yes,https://commons.wikimedia.org/wiki/File:14th_Amendment_Pg1of2_AC.jpg,,"39th U.S. Congress (NARA). ""14th Amendment (engrossed, page 1)."" 1868. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:14th_Amendment_Pg1of2_AC.jpg","Document: 14th Amendment (engrossed, page 1) (39th U.S. Congress (NARA), 1868).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.27,"Identify and explain legislation and legal precedents that established rights for the underserved, including Title IX and the Americans with Disabilities Act.",Civil Liberties,,"Japanese-American incarceration, Lodi CA (WRA)",photo,Dorothea Lange (WRA),1942,Wikimedia Commons,Public domain — U.S. federal (WRA) photograph,Yes,"https://commons.wikimedia.org/wiki/File:Lodi,_California._A_family_of_Japanese_ancestry_lived_in_this_house_and_operated_the_surrounding_vi_._._._-_NARA_-_537623.jpg",,"Dorothea Lange (WRA). ""Japanese-American incarceration, Lodi CA (WRA)."" 1942. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:Lodi,_California._A_family_of_Japanese_ancestry_lived_in_this_house_and_operated_the_surrounding_vi_._._._-_NARA_-_537623.jpg","Photo: Japanese-American incarceration, Lodi CA (WRA) (Dorothea Lange (WRA), 1942).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.28,"Identify the functions of departments and agencies of the executive, legislative, and judicial branches in the state of Tennessee.",Tennessee State and Local Government,,"Tennessee State Capitol, Nashville",photo,Carol M. Highsmith,1980–2006,Library of Congress,Public domain — Highsmith Archive dedicated to public domain,Yes,https://www.loc.gov/item/2011630997/,,"Carol M. Highsmith. ""Tennessee State Capitol, Nashville."" 1980–2006. Library of Congress. https://www.loc.gov/item/2011630997/","Photo: Tennessee State Capitol, Nashville (Carol M. Highsmith, 1980–2006).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.29,"Explain the differences among the types of local governments in Tennessee, including county, city, and metro governments, as well as the legal, fiscal, and operational relationships between them and the state government.",Tennessee State and Local Government,,Tennessee county map (Census cb 500k),map,U.S. Census Bureau (derivative),n/a,Wikimedia Commons,VERIFY — Census-derived (PD-USGov by origin); confirm file tag,NO,"https://commons.wikimedia.org/wiki/File:Tennessee_county_map,_cb_500k.svg",,"U.S. Census Bureau (derivative). ""Tennessee county map (Census cb 500k)."" n/a. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:Tennessee_county_map,_cb_500k.svg","Map: Tennessee county map (Census cb 500k) (U.S. Census Bureau (derivative), n/a).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.30,Identify the current governor of Tennessee and the representatives in the General Assembly (for a student's respective district).,Tennessee State and Local Government,,Flag of Tennessee,emblem,State of Tennessee,1905 design,Wikimedia Commons,Public domain — search reported CC0; confirm on page,Yes,https://commons.wikimedia.org/wiki/File:Flag_of_Tennessee.svg,,"State of Tennessee. ""Flag of Tennessee."" 1905 design. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:Flag_of_Tennessee.svg","Emblem: Flag of Tennessee (State of Tennessee, 1905 design).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.31,"Describe what should be reasonably expected from any citizen or resident of the U.S., and explain why it is important for the well-being of the nation, including: Being informed on civic issues; Obeying the law; Paying taxes; Respecting the rights of others; Serving as a juror; Serving in the military or alternative service; Volunteering and performing public service; Voting",Citizen Participation,,I Want YOU for U.S. Army (Uncle Sam),cartoon,James Montgomery Flagg,1917,Library of Congress,Public domain — no known restrictions; no copyright renewal,Yes,https://www.loc.gov/item/96507165/,,"James Montgomery Flagg. ""I Want YOU for U.S. Army (Uncle Sam)."" 1917. Library of Congress. https://www.loc.gov/item/96507165/","Cartoon: I Want YOU for U.S. Army (Uncle Sam) (James Montgomery Flagg, 1917).",Yes,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.32,"Explain the role of political parties in the nomination process for presidential candidates and the importance of and difference between primaries, caucuses, and general elections.",Citizen Participation,,The Third-Term Panic (elephant/donkey),cartoon,Thomas Nast,1874,Library of Congress,Public domain — no known restrictions,Yes,https://www.loc.gov/item/2004682001/,,"Thomas Nast. ""The Third-Term Panic (elephant/donkey)."" 1874. Library of Congress. https://www.loc.gov/item/2004682001/","Cartoon: The Third-Term Panic (elephant/donkey) (Thomas Nast, 1874).",Yes,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.33,Describe the role of the media as a means of communicating information and how it influences the importance of issues and public opinion.,Citizen Participation,,The Yellow Press,cartoon,L.M. Glackens,1910,Library of Congress,Public domain — no known restrictions,Yes,https://www.loc.gov/item/2011647630/,,"L.M. Glackens. ""The Yellow Press."" 1910. Library of Congress. https://www.loc.gov/item/2011647630/","Cartoon: The Yellow Press (L.M. Glackens, 1910).",Yes,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.34,"Describe the means that citizens use to participate in the political process, including: Campaigning; Demonstrating; Lobbying; Petitioning; Running for office; Voting",Citizen Participation,,"Woman Suffrage Parade, Washington D.C.",photo,LOC (photographer unknown),1913,Library of Congress,Public domain — no known restrictions,Yes,https://www.loc.gov/item/2013648100/,,"LOC (photographer unknown). ""Woman Suffrage Parade, Washington D.C.."" 1913. Library of Congress. https://www.loc.gov/item/2013648100/","Photo: Woman Suffrage Parade, Washington D.C. (LOC (photographer unknown), 1913).",Yes,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
High School,GC.35,"Explain the requirements to be considered a natural-born U.S. citizen, and describe the process of naturalization, including the knowledge required by the Naturalization Test.",Citizen Participation,,"Inspectors examining eyes of immigrants, Ellis Island",photo,LOC,c.1913,Wikimedia Commons,Public domain — U.S. photo pre-1929; LOC no known restrictions,Yes,"https://commons.wikimedia.org/wiki/File:U.S._inspectors_examining_eyes_of_immigrants,_Ellis_Island,_New_York_Harbor_LCCN97501532.jpg",,"LOC. ""Inspectors examining eyes of immigrants, Ellis Island."" c.1913. Wikimedia Commons. https://commons.wikimedia.org/wiki/File:U.S._inspectors_examining_eyes_of_immigrants,_Ellis_Island,_New_York_Harbor_LCCN97501532.jpg","Photo: Inspectors examining eyes of immigrants, Ellis Island (LOC, c.1913).",NO,SSP.01; SSP.02,VERIFIED (Wikimedia PD — prefer original)
